Longitude,Latitude,Field,Data,Crop,Altitude(m),Yield mass (tonne/ha)
-51.04114166,-22.67031833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,2.8169999999999997
-51.04110833,-22.67034333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,2.14
-51.04106999,-22.67036166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,3.978
-51.04103666,-22.67038166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,4.093999999999999
-51.04100833,-22.67039666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,2.145
-51.04098666,-22.67041999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,3.344
-51.04095666,-22.67044333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,3.594
-51.04092333,-22.67046166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.699
-51.04089333,-22.67049333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,1.882
-51.04085666,-22.67052,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.93
-51.04082999,-22.67053666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,2.283
-51.04080333,-22.670560000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.958
-51.04077666,-22.670579999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,2.447
-51.04074166,-22.67059833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,1.979
-51.04070333,-22.67062999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.2840000000000003
-51.04066333,-22.67064333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,2.825
-51.04063,-22.67065833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,2.872
-51.04060333,-22.67067166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,7.49
-51.040575,-22.67069499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.11,2.519
-51.04054333,-22.67071166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,2.573
-51.04051333,-22.67073,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,2.888
-51.04048666,-22.67075833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.91,2.6010000000000004
-51.04046499,-22.67078333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.11,3.702
-51.040440000000004,-22.67081333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.91,1.9369999999999998
-51.04040666,-22.67083333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.01,2.752
-51.04037,-22.67084499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.41,2.072
-51.04033999,-22.670865,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,1.3130000000000002
-51.04031166,-22.67088833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,1.555
-51.04028666,-22.670915,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,1.475
-51.04026166,-22.67093666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.7489999999999997
-51.04023833,-22.67096166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,3.218
-51.040205,-22.67099166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,2.221
-51.04017166,-22.67100499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.11,3.1839999999999997
-51.04014,-22.67103,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,2.485
-51.04011333,-22.67106,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.21,3.36
-51.04009333,-22.67109,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.71,4.285
-51.04005999,-22.67112833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,2.6289999999999996
-51.04003833,-22.67116333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.858
-51.04000166,-22.67119333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.0140000000000002
-51.03997666,-22.67122833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,2.2769999999999997
-51.03994666,-22.67125666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,3.283
-51.03992166,-22.67129166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,1.5319999999999998
-51.03988999,-22.671325,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,2.502
-51.03985999,-22.67135166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,1.1
-51.03983833,-22.67138333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,2.577
-51.03981833,-22.67140666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,4.447
-51.03972999,-22.671429999999997,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,1.061
-51.03970999,-22.67146999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,1.149
-51.03968833,-22.67151166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,1.454
-51.03966166,-22.67155166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,1.061
-51.03963499,-22.67159333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,1.249
-51.03960833,-22.67162999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,1.3769999999999998
-51.03958166,-22.671654999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,1.65
-51.039555,-22.67168666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,1.347
-51.03953499,-22.6717,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,1.9709999999999999
-51.03950833,-22.67173166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,0.722
-51.03947833,-22.67175333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,1.626
-51.03944499,-22.67177666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,1.187
-51.03941499,-22.67179333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,0.9259999999999999
-51.03936999,-22.671815,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,0.431
-51.03934166,-22.67183333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,1.479
-51.039320000000004,-22.67185,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,4.652
-51.03930166,-22.67188166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,1.099
-51.03929666,-22.67190833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,0.877
-51.03928333,-22.67193666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,1.262
-51.03927999,-22.671965,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,1.349
-51.03925999,-22.67198833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,2.021
-51.03923833,-22.67199833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,3.089
-51.039225,-22.67202333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.6719999999999997
-51.03920666,-22.67205166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,1.794
-51.03917833,-22.67208333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,1.661
-51.03914333,-22.67210166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,2.833
-51.03912499,-22.67210666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.22
-51.03910499,-22.67212999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,0.408
-51.03903499,-22.67222666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.61,0.763
-51.03901499,-22.67225166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,0.83
-51.03901666,-22.67226166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,1.9380000000000002
-51.03901166,-22.67227499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.51,3.8930000000000002
-51.03900333,-22.67229833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.81,3.055
-51.03899166,-22.67232833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.01,1.212
-51.038940000000004,-22.67237833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.41,2.764
-51.038909999999994,-22.67240333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.41,3.71
-51.03887666,-22.67242666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.51,3.266
-51.03885,-22.67245666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.71,2.9389999999999996
-51.03882833,-22.672495,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.91,2.282
-51.03880333,-22.67252999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.41,2.021
-51.03877333,-22.67257,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.81,1.7009999999999998
-51.03875166,-22.67259666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,399.91,3.14
-51.03871333,-22.67263166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.31,2.633
-51.038685,-22.67266833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,1.849
-51.03868,-22.67270166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.51,1.5019999999999998
-51.038665,-22.67274999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,1.579
-51.03865333,-22.67278833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.793
-51.03863166,-22.67281999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.886
-51.03858499,-22.67284333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,2.525
-51.03853833,-22.67284333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.71,1.926
-51.03849499,-22.67284333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.969
-51.038455,-22.67286833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.248
-51.03841666,-22.67290166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,2.8819999999999997
-51.03837499,-22.67292333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,2.859
-51.03832833,-22.67294333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,2.924
-51.03828833,-22.67295999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.31,3.015
-51.03824833,-22.67298333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.41,1.501
-51.03821999,-22.67301666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.11,1.722
-51.03819833,-22.67305333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.01,1.304
-51.03816333,-22.67309833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,0.384
-51.03813333,-22.67312333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,0.8320000000000001
-51.03806333,-22.67313666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,0.342
-51.03803666,-22.67312833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.01,1.412
-51.03801333,-22.67310999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,4.078
-51.03797999,-22.67309833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.61,4.292
-51.03795833,-22.67308333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.91,6.396
-51.037945,-22.67307999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,1.8459999999999999
-51.03782166,-22.67313833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,0.762
-51.03780833,-22.67314999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,1.2690000000000001
-51.03777666,-22.67316833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,1.0390000000000001
-51.03775166,-22.67318833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.758
-51.03763166,-22.67324999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,4.247
-51.03759833,-22.673275,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,0.7829999999999999
-51.03741166,-22.67340833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.71,0.855
-51.03738666,-22.67342333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.31,1.6580000000000001
-51.03734333,-22.67344833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.41,2.736
-51.03729333,-22.67347666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.31,2.096
-51.03724666,-22.67350499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.31,1.926
-51.03720333,-22.67353333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.31,2.45
-51.03716666,-22.67355666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.81,2.021
-51.037125,-22.67358833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.7469999999999999
-51.03709,-22.67361166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,1.709
-51.03706333,-22.67363666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,2.612
-51.03704499,-22.673655,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.31,1.5919999999999999
-51.03701999,-22.67367,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,3.142
-51.03699499,-22.67367999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,6.267
-51.03695166,-22.67369999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,1.692
-51.036915,-22.67372666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,2.217
-51.03686999,-22.67375499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.11,1.855
-51.036825,-22.67379333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,1.262
-51.03678166,-22.673820000000003,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,1.59
-51.036745,-22.67384333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.11,1.8219999999999998
-51.03670999,-22.67387499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.91,1.3430000000000002
-51.03667,-22.6739,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,1.153
-51.03664833,-22.67391999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.31,2.006
-51.03662166,-22.67393333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.11,1.921
-51.03658,-22.67395666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.041
-51.03654833,-22.67397999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.6030000000000002
-51.03650666,-22.67400666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.21,1.455
-51.03646833,-22.67403666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.9
-51.036429999999996,-22.67405666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.9080000000000001
-51.03638833,-22.67408166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,0.718
-51.03637499,-22.67409,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,3.573
-51.03634999,-22.67410666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,1.207
-51.03632666,-22.67411666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.882
-51.03631499,-22.67411833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,1.5190000000000001
-51.036295,-22.67413166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.17
-51.03628666,-22.674139999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.91,4.121
-51.03626166,-22.67416166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,1.6669999999999998
-51.03623999,-22.67418166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.01,1.801
-51.03621499,-22.67419666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.21,2.128
-51.03618833,-22.67421999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,2.204
-51.036155,-22.67424666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.31,0.787
-51.03612999,-22.67426833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,4.253
-51.03609833,-22.67428833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.403
-51.03606666,-22.67430333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,2.108
-51.03602833,-22.674329999999998,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.21,1.345
-51.03599333,-22.67435166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,1.7209999999999999
-51.03595,-22.67437999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.4809999999999999
-51.03591166,-22.67440333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,1.288
-51.03587166,-22.67442999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.619
-51.03583666,-22.67445499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.188
-51.03580166,-22.67448333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.584
-51.03575833,-22.67450833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,1.5219999999999998
-51.03572833,-22.67453499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,2.4419999999999997
-51.03568833,-22.67456833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,1.6969999999999998
-51.03564833,-22.67459833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.21,1.195
-51.03560999,-22.674625,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,1.8880000000000001
-51.03557166,-22.67464166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.21,1.516
-51.03553833,-22.67466166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,1.2209999999999999
-51.03550666,-22.67468333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.41,1.088
-51.03546833,-22.67470333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.51,1.071
-51.03542,-22.67472166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.81,4.721
-51.035395,-22.67473666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.71,3.835
-51.03536166,-22.67476166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.91,2.35
-51.03534166,-22.67478166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.71,2.585
-51.03531166,-22.67480499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.81,1.1340000000000001
-51.03527833,-22.67483499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.61,1.255
-51.03524999,-22.67485,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.81,1.777
-51.03521833,-22.67487166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.81,2.417
-51.03517666,-22.67490166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.71,1.555
-51.035140000000006,-22.674925,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.41,2.282
-51.03509333,-22.67495166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.21,1.8419999999999999
-51.03505166,-22.67498166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,1.642
-51.03501333,-22.67501333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.7209999999999999
-51.03497666,-22.67504333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,1.3459999999999999
-51.03493333,-22.67507333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.574
-51.03489666,-22.67509999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.81,1.645
-51.03485666,-22.675125,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,1.765
-51.03482999,-22.67514166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.21,2.967
-51.03481333,-22.67515166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,2.037
-51.03477833,-22.67515333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,1.821
-51.03475499,-22.67517166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,2.214
-51.03472666,-22.67518666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.51,2.225
-51.034690000000005,-22.67521666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.31,1.496
-51.03465333,-22.675245,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.21,1.232
-51.03461166,-22.67527166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.21,1.71
-51.03456999,-22.67530166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.11,1.206
-51.034535,-22.67532499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,1.249
-51.03449333,-22.67535166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.51,1.3619999999999999
-51.03445166,-22.67537333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,1.1909999999999998
-51.034415,-22.67540499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.81,1.5030000000000001
-51.03437166,-22.67544,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.81,1.486
-51.03433666,-22.67546666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,0.9940000000000001
-51.03430166,-22.67548666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.11,1.992
-51.03425833,-22.67551166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.41,1.197
-51.03420833,-22.67554333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,1.107
-51.03417166,-22.67556666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,1.004
-51.03412833,-22.67559499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,0.623
-51.03409666,-22.67562166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.61,0.8220000000000001
-51.03406666,-22.67587666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.81,0.588
-51.03412166,-22.67585999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.21,1.216
-51.03417999,-22.67582666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.71,2.02
-51.03422999,-22.67580833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.6439999999999997
-51.03428333,-22.675805,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.91,3.225
-51.03432833,-22.67580999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.01,2.648
-51.03407999,-22.67576666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.11,1.153
-51.03412833,-22.67573833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,1.199
-51.03417999,-22.67571333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,2.907
-51.03422999,-22.67570333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,3.451
-51.03428666,-22.67569166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,3.6630000000000003
-51.03434333,-22.67568166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.81,4.4
-51.03439666,-22.67566333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,3.852
-51.03444666,-22.67565499,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,4.197
-51.03449833,-22.67564666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.41,4.436
-51.03455333,-22.67563333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,4.3389999999999995
-51.03461,-22.67562999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,4.062
-51.03467,-22.67562166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.81,4.113
-51.03472166,-22.67561666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.11,6.296
-51.03477833,-22.67562333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,405.01,4.31
-51.03482666,-22.67562166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.91,4.751
-51.03488166,-22.675620000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,5.251
-51.03494166,-22.675615,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.61,3.301
-51.03499666,-22.67560166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.81,3.698
-51.03505166,-22.67559166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,4.226
-51.03510666,-22.67557666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,4.005
-51.03515999,-22.67556166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.71,3.938
-51.035215,-22.67554999,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,404.41,3.5639999999999996
-51.03525999,-22.675535,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.81,5.52
-51.03529999,-22.67552666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.51,4.136
-51.03535,-22.67550333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,403.31,3.8569999999999998
-51.03539,-22.67549333,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.51,5.321000000000001
-51.035435,-22.675485000000002,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.81,4.973
-51.03548666,-22.67546833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,402.21,3.455
-51.03553,-22.67545,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.81,4.026
-51.03557166,-22.67543666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,5.295
-51.03561666,-22.675420000000003,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.41,4.737
-51.03566166,-22.67540666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.91,3.928
-51.03570999,-22.67539166,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,400.61,4.387
-51.035755,-22.67537833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.11,3.594
-51.03579333,-22.67536666,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.31,7.114
-51.035845,-22.67534833,TALHAO-06,17/03/11-16:45:31 (2013386816),SOJA,401.21,3.735
